price,bedroom,bathroom,sq_ft,aircorn,pcode,tsp_en,tsp_mm,floor,overhead_tank,parquet,tiles,price_sqft
280,0,1,972,0,MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,6,False,False,True,28806.5843621399
280,1,1,670,1,MMR013040,Hlaing,လှိုင်,5,False,False,True,41791.0447761194
280,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,False,44800
280,0,1,715,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,True,39160.8391608392
280,0,1,625,0,MMR013042,Mayangone,မရမ်းကုန်း,1,False,False,False,44800
280,0,1,625,0,MMR013013,Thaketa,သာကေတ,3,False,False,False,44800
280,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,3,,,,44800
280,0,1,675,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,True,False,False,41481.4814814815
280,1,1,600,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,False,True,True,46666.6666666667
280,1,1,1100,1,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,,False,False,False,25454.5454545455
280,0,0,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,,,,44800
280,1,1,625,1,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,True,44800
280,0,1,1045,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,False,False,False,26794.2583732057
280,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,6,False,False,False,44800
280,2,1,1160,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,True,False,24137.9310344828
280,0,1,675,0,MMR013013,Thaketa,သာကေတ,1,False,False,False,41481.4814814815
280,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,1,False,False,False,44800
285,0,1,675,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,5,False,False,False,42222.2222222222
285,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,True,True,45600
285,0,1,663,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,5,False,False,False,42986.4253393665
285,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,True,False,45600
290,0,1,600,0,MMR013040,Hlaing,လှိုင်,5,False,False,True,48333.3333333333
290,0,1,600,0,MMR013040,Hlaing,လှိုင်,5,False,False,True,48333.3333333333
290,0,1,600,0,MMR013013,Thaketa,သာကေတ,6,False,False,True,48333.3333333333
290,0,1,625,0,MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,4,False,False,True,46400
290,0,1,600,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,2,True,False,False,48333.3333333333
290,0,0,550,0,MMR013014,Dawbon,ဒေါပုံ,1,False,True,False,52727.2727272727
290,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,False,False,True,46400
290,0,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,6,,,,46400
290,2,2,800,0,MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,3,False,False,True,36250
290,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,5,False,False,False,46400
290,0,1,625,0,MMR013040,Hlaing,လှိုင်,,False,True,False,46400
297,1,1,700,1,MMR013040,Hlaing,လှိုင်,1,False,True,True,42428.5714285714
297,1,1,700,1,MMR013040,Hlaing,လှိုင်,1,False,True,False,42428.5714285714
298,1,1,990,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,5,False,False,False,30101.0101010101
300,1,1,810,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,True,True,37037.037037037
300,0,1,600,1,MMR013040,Hlaing,လှိုင်,1,,,,50000
300,0,1,810,0,MMR013013,Thaketa,သာကေတ,5,False,False,False,37037.037037037
300,0,1,810,0,MMR013013,Thaketa,သာကေတ,5,False,False,False,37037.037037037
300,0,1,600,0,MMR013013,Thaketa,သာကေတ,6,False,False,True,50000
300,0,1,688,0,MMR013013,Thaketa,သာကေတ,1,False,True,True,43604.6511627907
300,1,1,658,1,MMR013042,Mayangone,မရမ်းကုန်း,1,False,True,False,45592.7051671733
300,0,1,918,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,6,True,False,True,32679.7385620915
300,0,1,900,0,MMR013037,Ahlone,အလုံ,4,False,False,False,33333.3333333333
300,2,1,687,0,MMR013037,Ahlone,အလုံ,7,True,False,False,43668.1222707424
300,0,1,550,0,MMR013042,Mayangone,မရမ်းကုန်း,0,,,,54545.4545454545
300,0,1,550,0,MMR013042,Mayangone,မရမ်းကုန်း,0,False,False,False,54545.4545454545
300,1,1,625,1,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,False,48000
300,1,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,True,True,48000
300,0,1,600,0,MMR013014,Dawbon,ဒေါပုံ,6,False,False,False,50000
300,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,6,False,False,True,48000
300,0,1,972,0,MMR013001,Insein,အင်းစိန်,6,True,False,False,30864.1975308642
300,2,1,900,0,MMR013013,Thaketa,သာကေတ,4,False,False,False,33333.3333333333
300,2,1,900,0,MMR013015,Tamwe,တာမွေ,8,False,True,False,33333.3333333333
300,2,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,0,False,False,True,48000
300,0,1,990,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,4,False,False,False,30303.0303030303
300,0,1,990,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,5,False,False,False,30303.0303030303
300,0,0,1007,0,MMR013039,Sanchaung,စမ်းချောင်း,6,,,,29791.4597815293
300,0,1,625,0,MMR013013,Thaketa,သာကေတ,2,False,False,False,48000
300,0,1,625,0,MMR013013,Thaketa,သာကေတ,2,False,False,False,48000
300,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,2,,,,48000
300,0,1,675,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,True,False,False,44444.4444444444
300,1,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,5,False,False,False,48000
300,1,1,633,0,MMR013040,Hlaing,လှိုင်,2,,,,47393.36492891
300,0,1,972,0,MMR013019,Dagon Myothit (North),ဒဂုံမြို့သစ်မြောက်ပိုင်း,3,False,False,False,30864.1975308642
300,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,4,False,False,False,48000
300,1,0,633,0,MMR013040,Hlaing,လှိုင်,2,,,,47393.36492891
300,2,1,688,0,MMR013039,Sanchaung,စမ်းချောင်း,6,True,False,False,43604.6511627907
300,1,1,600,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,False,True,True,50000
300,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,,,,30864.1975308642
300,0,0,750,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,0,,,,40000
300,0,0,600,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,2,,,,50000
300,1,1,600,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,0,False,False,True,50000
300,0,0,625,0,MMR013014,Dawbon,ဒေါပုံ,0,,,,48000
300,2,1,625,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,6,False,True,False,48000
300,0,1,864,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,5,False,False,False,34722.2222222222
300,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,False,False,False,30864.1975308642
300,0,1,840,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,,,,35714.2857142857
300,0,0,625,0,MMR013014,Dawbon,ဒေါပုံ,0,,,,48000
300,1,1,648,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,False,False,False,46296.2962962963
300,0,1,715,0,MMR013015,Tamwe,တာမွေ,5,False,False,False,41958.041958042
300,0,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,,False,False,False,48000
300,1,1,702,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,3,False,False,True,42735.0427350427
305,0,1,990,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,30808.0808080808
310,0,1,600,0,MMR013013,Thaketa,သာကေတ,5,False,False,True,51666.6666666667
310,1,1,600,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,6,False,False,True,51666.6666666667
310,0,1,675,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,3,False,False,False,45925.9259259259
310,0,1,621,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,True,False,False,49919.4847020934
310,0,1,621,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,True,False,False,49919.4847020934
310,1,1,625,0,MMR013015,Tamwe,တာမွေ,4,False,False,False,49600
310,0,1,625,0,MMR013040,Hlaing,လှိုင်,6,False,True,False,49600
310,1,1,688,0,MMR013014,Dawbon,ဒေါပုံ,1,False,True,False,45058.1395348837
310,0,0,633,0,MMR013014,Dawbon,ဒေါပုံ,5,,,,48973.1437598736
310,0,0,600,0,MMR013040,Hlaing,လှိုင်,,,,,51666.6666666667
310,0,1,600,0,MMR013040,Hlaing,လှိုင်,6,True,True,True,51666.6666666667
310,0,0,600,0,MMR013040,Hlaing,လှိုင်,6,False,True,True,51666.6666666667
310,0,1,625,0,MMR013042,Mayangone,မရမ်းကုန်း,1,False,True,False,49600
310,0,1,1000,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,31000
310,1,1,700,0,MMR013015,Tamwe,တာမွေ,6,True,True,False,44285.7142857143
310,0,1,625,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,5,False,False,False,49600
310,1,1,900,0,MMR013015,Tamwe,တာမွေ,,False,False,False,34444.4444444444
310,0,1,688,1,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,True,True,45058.1395348837
315,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,True,50400
320,1,1,720,0,MMR013042,Mayangone,မရမ်းကုန်း,5,True,False,True,44444.4444444444
320,0,1,600,0,MMR013013,Thaketa,သာကေတ,5,False,False,True,53333.3333333333
320,1,1,687,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,0,False,True,True,46579.3304221252
320,0,0,686,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,,False,False,False,46647.2303206997
320,0,1,900,0,MMR013015,Tamwe,တာမွေ,1,False,False,True,35555.5555555556
320,2,1,900,0,MMR013015,Tamwe,တာမွေ,1,False,False,True,35555.5555555556
320,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,2,False,False,False,51200
320,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,False,False,False,32921.8106995885
320,0,1,625,0,MMR013013,Thaketa,သာကေတ,,False,False,False,51200
320,0,1,600,0,MMR013014,Dawbon,ဒေါပုံ,5,False,False,False,53333.3333333333
320,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,3,False,False,True,51200
320,0,1,972,0,MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,5,False,False,False,32921.8106995885
320,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,1,,,,51200
320,0,1,600,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,0,,,,53333.3333333333
320,0,1,625,0,MMR013040,Hlaing,လှိုင်,4,,,,51200
320,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,32921.8106995885
320,1,1,540,1,MMR013039,Sanchaung,စမ်းချောင်း,6,False,True,False,59259.2592592593
320,2,1,900,0,MMR013015,Tamwe,တာမွေ,6,False,False,True,35555.5555555556
320,0,1,575,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,2,False,False,False,55652.1739130435
320,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,5,False,False,False,32921.8106995885
320,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,4,False,False,False,51200
320,1,1,557,0,MMR013040,Hlaing,လှိုင်,1,True,False,False,57450.6283662478
320,0,1,648,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,False,True,True,49382.7160493827
320,0,1,702,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,2,False,False,True,45584.0455840456
320,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,False,False,False,51200
320,0,1,625,0,MMR013013,Thaketa,သာကေတ,0,False,False,False,51200
320,0,1,625,0,MMR013013,Thaketa,သာကေတ,0,False,False,False,51200
320,0,1,972,0,MMR013013,Thaketa,သာကေတ,,False,False,False,32921.8106995885
320,0,1,1080,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,2,,,,29629.6296296296
320,2,1,990,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,8,False,False,False,32323.2323232323
320,2,1,990,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,8,False,True,False,32323.2323232323
320,0,0,687,0,MMR013015,Tamwe,တာမွေ,,,,,46579.3304221252
320,0,1,600,0,MMR013039,Sanchaung,စမ်းချောင်း,3,False,False,False,53333.3333333333
320,2,1,687,1,MMR013015,Tamwe,တာမွေ,3,False,False,True,46579.3304221252
320,0,1,625,0,MMR013040,Hlaing,လှိုင်,5,False,False,False,51200
320,0,1,688,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,3,False,False,False,46511.6279069767
320,1,1,625,1,MMR013039,Sanchaung,စမ်းချောင်း,,False,True,False,51200
320,0,1,750,0,MMR013039,Sanchaung,စမ်းချောင်း,,False,False,False,42666.6666666667
320,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,3,False,False,False,51200
320,2,1,750,0,MMR013015,Tamwe,တာမွေ,7,False,True,True,42666.6666666667
325,0,1,675,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,4,False,False,False,48148.1481481482
325,1,1,625,2,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,True,True,52000
325,1,1,557,0,MMR013040,Hlaing,လှိုင်,1,True,False,False,58348.2944344704
325,1,1,558,0,MMR013040,Hlaing,လှိုင်,1,True,False,False,58243.7275985663
325,0,1,676,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,0,False,False,False,48076.9230769231
330,0,1,600,0,MMR013013,Thaketa,သာကေတ,4,False,False,True,55000
330,0,1,900,0,MMR013013,Thaketa,သာကေတ,5,False,False,False,36666.6666666667
330,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,0,False,False,True,52800
330,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,0,False,False,False,52800
330,0,1,972,0,MMR013013,Thaketa,သာကေတ,6,False,False,False,33950.6172839506
330,0,1,552,0,MMR013042,Mayangone,မရမ်းကုန်း,3,False,False,False,59782.6086956522
330,2,2,900,0,MMR013037,Ahlone,အလုံ,7,False,True,False,36666.6666666667
330,0,0,600,0,MMR013015,Tamwe,တာမွေ,,,,,55000
330,0,1,750,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,False,44000
330,0,0,972,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,,,,,33950.6172839506
330,0,1,918,0,MMR013013,Thaketa,သာကေတ,6,False,False,False,35947.7124183007
330,0,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,5,False,True,True,52800
330,0,1,600,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,6,,,,55000
330,1,1,630,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,False,True,True,52380.9523809524
330,1,1,1026,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,,,,32163.7426900585
330,0,1,813,0,MMR013041,Kamaryut,ကမာရွတ်,5,,,,40590.405904059
330,2,0,625,0,MMR013041,Kamaryut,ကမာရွတ်,5,,,,52800
330,0,1,750,0,MMR013015,Tamwe,တာမွေ,6,False,False,False,44000
330,1,1,750,0,MMR013015,Tamwe,တာမွေ,3,False,False,True,44000
330,1,1,715,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,6,False,False,False,46153.8461538462
330,0,1,900,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,6,False,False,False,36666.6666666667
335,1,1,600,0,MMR013010,Yankin,ရန်ကင်း,2,True,False,True,55833.3333333333
340,1,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,2,False,True,False,54400
340,0,1,810,0,MMR013013,Thaketa,သာကေတ,4,False,False,False,41975.3086419753
340,0,1,810,0,MMR013013,Thaketa,သာကေတ,4,False,False,False,41975.3086419753
340,0,1,600,0,MMR013013,Thaketa,သာကေတ,4,False,False,True,56666.6666666667
340,1,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,3,False,True,False,54400
340,0,1,600,0,MMR013014,Dawbon,ဒေါပုံ,4,False,False,False,56666.6666666667
340,0,1,625,0,MMR013040,Hlaing,လှိုင်,3,False,False,False,54400
340,0,1,650,0,MMR013015,Tamwe,တာမွေ,6,False,True,False,52307.6923076923
340,2,1,853,0,MMR013015,Tamwe,တာမွေ,6,False,True,False,39859.3200468933
340,0,1,675,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,True,False,False,50370.3703703704
340,0,1,976,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,False,34836.0655737705
340,2,1,600,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,,,,56666.6666666667
340,0,0,990,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,False,False,False,34343.4343434343
345,0,1,563,0,MMR013040,Hlaing,လှိုင်,1,False,True,False,61278.8632326821
345,0,1,625,0,MMR013040,Hlaing,လှိုင်,1,False,True,False,55200
345,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,6,False,False,True,35493.8271604938
350,0,0,625,0,MMR013039,Sanchaung,စမ်းချောင်း,5,True,False,True,56000
350,0,1,972,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,1,False,False,False,36008.2304526749
350,2,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,4,False,False,False,56000
350,0,1,600,0,MMR013013,Thaketa,သာကေတ,3,True,False,True,58333.3333333333
350,0,0,625,0,MMR013039,Sanchaung,စမ်းချောင်း,,False,True,True,56000
350,0,0,540,0,MMR013014,Dawbon,ဒေါပုံ,0,True,False,False,64814.8148148148
350,0,1,960,0,MMR013015,Tamwe,တာမွေ,7,False,False,False,36458.3333333333
350,0,1,867,0,MMR013019,Dagon Myothit (North),ဒဂုံမြို့သစ်မြောက်ပိုင်း,4,False,False,False,40369.0888119954
350,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,0,True,False,False,56000
350,0,1,540,0,MMR013014,Dawbon,ဒေါပုံ,3,False,False,False,64814.8148148148
350,2,1,775,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,4,False,True,False,45161.2903225806
350,0,1,945,0,MMR013013,Thaketa,သာကေတ,4,False,False,False,37037.037037037
350,1,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,False,True,False,36008.2304526749
350,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,36008.2304526749
350,0,1,588,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,False,59523.8095238095
350,1,1,625,0,MMR013040,Hlaing,လှိုင်,,False,True,False,56000
350,0,1,918,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,5,True,False,True,38126.3616557734
350,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,2,False,False,True,56000
350,0,1,612,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,2,True,False,True,57189.5424836601
350,0,1,655,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,1,False,False,True,53435.1145038168
350,0,1,600,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,2,False,False,False,58333.3333333333
350,0,1,816,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,True,False,True,42892.1568627451
350,0,1,969,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,6,False,False,True,36119.7110423117
350,0,1,972,0,MMR013013,Thaketa,သာကေတ,6,False,False,False,36008.2304526749
350,2,1,700,0,MMR013015,Tamwe,တာမွေ,4,True,False,False,50000
350,2,1,870,1,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,,,,40229.8850574713
350,2,1,972,0,MMR013013,Thaketa,သာကေတ,3,False,False,False,36008.2304526749
350,0,1,825,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,False,42424.2424242424
350,0,1,540,0,MMR013014,Dawbon,ဒေါပုံ,1,False,False,False,64814.8148148148
350,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,False,False,False,36008.2304526749
350,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,2,False,False,False,56000
350,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,1,False,False,False,56000
350,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,4,False,False,False,56000
350,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,1,False,False,False,56000
350,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,2,False,False,False,56000
350,2,1,870,1,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,,,,40229.8850574713
350,2,2,870,1,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,,,,40229.8850574713
350,0,1,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,6,False,False,False,56000
350,0,1,1200,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,29166.6666666667
350,0,1,625,0,MMR013014,Dawbon,ဒေါပုံ,1,True,False,False,56000
350,1,1,625,0,MMR013040,Hlaing,လှိုင်,3,,,,56000
350,1,1,625,2,MMR013042,Mayangone,မရမ်းကုန်း,1,False,False,False,56000
350,0,0,625,0,MMR013039,Sanchaung,စမ်းချောင်း,3,False,False,False,56000
350,0,1,650,0,MMR013010,Yankin,ရန်ကင်း,0,False,False,False,53846.1538461538
350,0,1,520,0,MMR013033,Kyauktada,ကျောက်တံတား,0,False,False,False,67307.6923076923
350,0,1,756,0,MMR013013,Thaketa,သာကေတ,1,False,False,False,46296.2962962963
350,2,1,870,1,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,False,True,True,40229.8850574713
350,1,1,825,1,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,7,,,,42424.2424242424
350,1,1,550,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,False,False,True,63636.3636363636
350,0,1,750,0,MMR013041,Kamaryut,ကမာရွတ်,6,,,,46666.6666666667
350,0,0,650,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,False,53846.1538461538
350,0,0,800,0,MMR013015,Tamwe,တာမွေ,4,False,False,False,43750
350,1,1,800,0,MMR013015,Tamwe,တာမွေ,4,,,,43750
350,0,0,650,0,MMR013010,Yankin,ရန်ကင်း,0,False,False,False,53846.1538461538
350,0,1,810,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,1,False,True,True,43209.8765432099
350,0,0,625,0,MMR013014,Dawbon,ဒေါပုံ,1,,,,56000
350,0,0,633,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,,,,55292.2590837283
350,0,0,756,0,MMR013013,Thaketa,သာကေတ,1,False,False,False,46296.2962962963
350,0,0,900,0,MMR013015,Tamwe,တာမွေ,2,False,False,False,38888.8888888889
350,0,1,900,0,MMR013015,Tamwe,တာမွေ,7,False,False,False,38888.8888888889
350,2,1,750,2,MMR013039,Sanchaung,စမ်းချောင်း,7,False,False,True,46666.6666666667
350,1,1,750,1,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,7,False,True,True,46666.6666666667
350,0,1,663,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,False,True,False,52790.346907994
350,0,0,625,0,MMR013010,Yankin,ရန်ကင်း,0,True,False,False,56000
350,2,1,810,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,43209.8765432099
350,0,0,688,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,2,,,,50872.0930232558
350,0,1,650,0,MMR013039,Sanchaung,စမ်းချောင်း,4,False,False,False,53846.1538461538
350,2,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,True,35860.6557377049
350,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,True,35860.6557377049
350,0,2,900,0,MMR013013,Thaketa,သာကေတ,2,True,False,False,38888.8888888889
350,0,1,1080,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,2,False,False,False,32407.4074074074
350,0,1,750,0,MMR013015,Tamwe,တာမွေ,6,False,True,False,46666.6666666667
350,1,1,750,0,MMR013015,Tamwe,တာမွေ,3,False,False,True,46666.6666666667
350,0,1,750,0,MMR013015,Tamwe,တာမွေ,3,False,False,True,46666.6666666667
350,0,1,972,0,MMR013013,Thaketa,သာကေတ,4,False,False,False,36008.2304526749
350,0,1,688,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,,False,False,False,50872.0930232558
350,0,1,750,0,MMR013015,Tamwe,တာမွေ,3,False,False,True,46666.6666666667
350,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,35860.6557377049
350,3,1,1100,0,MMR013015,Tamwe,တာမွေ,6,,,,31818.1818181818
350,0,1,625,0,MMR013015,Tamwe,တာမွေ,3,False,False,False,56000
350,2,1,1083,0,MMR013013,Thaketa,သာကေတ,4,False,True,False,32317.6361957525
350,1,1,825,0,MMR013040,Hlaing,လှိုင်,,False,False,True,42424.2424242424
350,0,1,625,0,MMR013040,Hlaing,လှိုင်,2,False,False,False,56000
350,0,1,625,0,MMR013040,Hlaing,လှိုင်,3,False,False,False,56000
350,0,1,625,0,MMR013040,Hlaing,လှိုင်,1,False,True,False,56000
350,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,35860.6557377049
350,0,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,,False,False,False,56000
350,2,2,687,0,MMR013014,Dawbon,ဒေါပုံ,0,False,True,False,50946.1426491994
350,1,1,688,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,True,50872.0930232558
360,0,1,540,0,MMR013014,Dawbon,ဒေါပုံ,1,False,False,False,66666.6666666667
360,2,1,1080,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,,,,33333.3333333333
360,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,False,57600
360,0,1,825,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,False,True,True,43636.3636363636
360,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,False,37037.037037037
360,1,1,990,1,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,,,,36363.6363636364
360,0,1,972,0,MMR013013,Thaketa,သာကေတ,6,False,False,False,37037.037037037
